Constituency_Number,Candidate_Id,Count_Number,Firstname,Surname,Candidate_First_Pref_Votes,Transfers,Total_Votes,Status,Occurred_On_Count,Party_Name
6,8113,7,Jenny,Palmer,4492,0,5094.72,Excluded,6,Ulster Unionist Party
6,11544,7,Edwin,Poots,6013,348.34,6820.82,,,Democratic Unionist Party
6,19723,7,Matthew,Robinson,183,0,0,Excluded,1,NI Conservatives
6,8114,8,Robbie,Butler,6846,7512,7512,Elected,7,Ulster Unionist Party
6,7180,8,Pat,Catney,3795,-4188.5,6848.92,Elected,8,Social Democratic and Labour Party
6,19716,8,Peter,Doran,1801,-5692.92,0,Excluded,5,Sinn Fein
6,11540,8,Paul,Givan,8035,7512,7512,Elected,1,Democratic Unionist Party
6,19747,8,Keith John,Gray,76,-7512,0,Excluded,1,Independent
6,11541,8,Brenda,Hale,4566,6415.7,6415.7,Excluded,8,Democratic Unionist Party
6,763,8,Trevor,Lunn,6105,2095.16,7656.86,Elected,7,Alliance Party
6,297,8,Samuel,Morrison,1389,-7656.86,0,Excluded,6,Traditional Unionist Voice
6,7410,8,Jonny,Orr,856,0,0,Excluded,3,Independent
6,8113,8,Jenny,Palmer,4492,5094.72,5094.72,Excluded,6,Ulster Unionist Party
6,11544,8,Edwin,Poots,6013,2307.1,7401.82,Elected,8,Democratic Unionist Party
6,19723,8,Matthew,Robinson,183,-6820.82,0,Excluded,1,NI Conservatives
