Constituency_Number,Candidate_Id,Count_Number,Firstname,Surname,Candidate_First_Pref_Votes,Transfers,Total_Votes,Status,Occurred_On_Count,Party_Name
2,19745,3,Séamas,de Faoite,250,0.11,260.56,Excluded,3,Social Democratic and Labour Party
2,13035,3,Andrew,Girvin,917,2,920.65,,,Traditional Unionist Voice
2,13037,3,John,Kyle,2658,5.22,2678.51,,,Progressive Unionist Party
2,2454,3,Naomi,Long,7610,0,6727,Elected,1,Alliance Party
2,13038,3,Chris,Lyttle,5059,20.22,5780.25,,,Alliance Party
2,19746,3,Jordy,McKeag,84,-85.43,0,Excluded,2,Independent
2,19699,3,Georgina,Milne,1447,26.22,1500.28,,,Green Party
2,13040,3,Robin,Newton,4729,2,4736.5,,,Democratic Unionist Party
2,19680,3,Máiréad,O'Donnell,1173,2.11,1185.45,,,Sinn Fein
2,13041,3,Courtney,Robinson,442,7,456.48,,,Cross-Community Labour Alternative
2,8116,4,Andy,Allen,5275,33.21,5356.6,,,Ulster Unionist Party
2,19719,4,Sheila,Bodel,275,2,280.43,Excluded,4,NI Conservatives
2,13032,4,Joanne,Bunting,6007,5.11,6026.13,,,Democratic Unionist Party
2,19687,4,David,Douglas,4431,4,4440.18,,,Democratic Unionist Party
2,19745,4,Séamas,de Faoite,250,-260.56,0,Excluded,3,Social Democratic and Labour Party
2,13035,4,Andrew,Girvin,917,4.11,924.76,,,Traditional Unionist Voice
2,13037,4,John,Kyle,2658,7.22,2685.73,,,Progressive Unionist Party
2,2454,4,Naomi,Long,7610,0,6727,Elected,1,Alliance Party
2,13038,4,Chris,Lyttle,5059,105.61,5885.86,,,Alliance Party
2,19746,4,Jordy,McKeag,84,0,0,Excluded,2,Independent
2,19699,4,Georgina,Milne,1447,39.21,1539.49,,,Green Party
2,13040,4,Robin,Newton,4729,3,4739.5,,,Democratic Unionist Party
2,19680,4,Máiréad,O'Donnell,1173,31.21,1216.66,,,Sinn Fein
2,13041,4,Courtney,Robinson,442,11.33,467.81,Excluded,4,Cross-Community Labour Alternative
2,8116,5,Andy,Allen,5275,141.99,5498.59,,,Ulster Unionist Party
2,19719,5,Sheila,Bodel,275,-280.43,0,Excluded,4,NI Conservatives
2,13032,5,Joanne,Bunting,6007,31.22,6057.35,,,Democratic Unionist Party
2,19687,5,David,Douglas,4431,15.22,4455.4,,,Democratic Unionist Party
2,19745,5,Séamas,de Faoite,250,0,0,Excluded,3,Social Democratic and Labour Party
2,13035,5,Andrew,Girvin,917,34.11,958.87,Excluded,5,Traditional Unionist Voice
2,13037,5,John,Kyle,2658,66.22,2751.95,,,Progressive Unionist Party
2,2454,5,Naomi,Long,7610,0,6727,Elected,1,Alliance Party
2,13038,5,Chris,Lyttle,5059,146.95,6032.81,,,Alliance Party
2,19746,5,Jordy,McKeag,84,0,0,Excluded,2,Independent
2,19699,5,Georgina,Milne,1447,223.87,1763.36,,,Green Party
2,13040,5,Robin,Newton,4729,35,4774.5,,,Democratic Unionist Party
2,19680,5,Máiréad,O'Donnell,1173,16.22,1232.88,,,Sinn Fein
2,13041,5,Courtney,Robinson,442,-467.81,0,Excluded,4,Cross-Community Labour Alternative
2,8116,6,Andy,Allen,5275,269.33,5767.92,,,Ulster Unionist Party
2,19719,6,Sheila,Bodel,275,0,0,Excluded,4,NI Conservatives
2,13032,6,Joanne,Bunting,6007,160.11,6217.46,,,Democratic Unionist Party
2,19687,6,David,Douglas,4431,113,4568.4,,,Democratic Unionist Party
2,19745,6,Séamas,de Faoite,250,0,0,Excluded,3,Social Democratic and Labour Party
2,13035,6,Andrew,Girvin,917,-958.87,0,Excluded,5,Traditional Unionist Voice
2,13037,6,John,Kyle,2658,184.33,2936.28,,,Progressive Unionist Party
2,2454,6,Naomi,Long,7610,0,6727,Elected,1,Alliance Party
2,13038,6,Chris,Lyttle,5059,39.33,6072.14,,,Alliance Party
2,19746,6,Jordy,McKeag,84,0,0,Excluded,2,Independent
2,19699,6,Georgina,Milne,1447,38.22,1801.58,,,Green Party
2,13040,6,Robin,Newton,4729,88.11,4862.61,,,Democratic Unionist Party
2,19680,6,Máiréad,O'Donnell,1173,2.22,1235.1,Excluded,6,Sinn Fein
2,13041,6,Courtney,Robinson,442,0,0,Excluded,4,Cross-Community Labour Alternative
2,8116,7,Andy,Allen,5275,15.22,5783.14,,,Ulster Unionist Party
2,19719,7,Sheila,Bodel,275,0,0,Excluded,4,NI Conservatives
2,13032,7,Joanne,Bunting,6007,11,6228.46,,,Democratic Unionist Party
2,19687,7,David,Douglas,4431,4,4572.4,,,Democratic Unionist Party
2,19745,7,Séamas,de Faoite,250,0,0,Excluded,3,Social Democratic and Labour Party
2,13035,7,Andrew,Girvin,917,0,0,Excluded,5,Traditional Unionist Voice
2,13037,7,John,Kyle,2658,14,2950.28,,,Progressive Unionist Party
2,2454,7,Naomi,Long,7610,0,6727,Elected,1,Alliance Party
2,13038,7,Chris,Lyttle,5059,295.73,6367.87,,,Alliance Party
2,19746,7,Jordy,McKeag,84,0,0,Excluded,2,Independent
2,19699,7,Georgina,Milne,1447,279.07,2080.65,Excluded,7,Green Party
2,13040,7,Robin,Newton,4729,3,4865.61,,,Democratic Unionist Party
2,19680,7,Máiréad,O'Donnell,1173,-1235.1,0,Excluded,6,Sinn Fein
2,13041,7,Courtney,Robinson,442,0,0,Excluded,4,Cross-Community Labour Alternative
2,8116,8,Andy,Allen,5275,265.48,6048.62,,,Ulster Unionist Party
2,19719,8,Sheila,Bodel,275,0,0,Excluded,4,NI Conservatives
2,13032,8,Joanne,Bunting,6007,46.55,6275.01,,,Democratic Unionist Party
2,19687,8,David,Douglas,4431,27.33,4599.73,,,Democratic Unionist Party
2,19745,8,Séamas,de Faoite,250,0,0,Excluded,3,Social Democratic and Labour Party
2,13035,8,Andrew,Girvin,917,0,0,Excluded,5,Traditional Unionist Voice
2,13037,8,John,Kyle,2658,198.51,3148.79,,,Progressive Unionist Party
2,2454,8,Naomi,Long,7610,0,6727,Elected,1,Alliance Party
2,13038,8,Chris,Lyttle,5059,901,7268.87,Elected,8,Alliance Party
2,19746,8,Jordy,McKeag,84,0,0,Excluded,2,Independent
2,19699,8,Georgina,Milne,1447,0,2080.65,Excluded,7,Green Party
2,13040,8,Robin,Newton,4729,25.11,4890.72,,,Democratic Unionist Party
2,19680,8,Máiréad,O'Donnell,1173,0,0,Excluded,6,Sinn Fein
2,13041,8,Courtney,Robinson,442,0,0,Excluded,4,Cross-Community Labour Alternative
2,8116,9,Andy,Allen,5275,1209,7257.62,Elected,9,Ulster Unionist Party
2,19719,9,Sheila,Bodel,275,0,0,Excluded,4,NI Conservatives
2,13032,9,Joanne,Bunting,484,484,6759.01,,,Democratic Unionist Party
2,19687,9,David,Douglas,395.52,395.52,4995.25,,,Democratic Unionist Party
2,19745,9,Séamas,de Faoite,250,0,0,Excluded,3,Social Democratic and Labour Party
2,13035,9,Andrew,Girvin,917,0,0,Excluded,5,Traditional Unionist Voice
2,13037,9,John,Kyle,-198.51,198.51,3347.3,Elected,9,Progressive Unionist Party
2,2454,9,Naomi,Long,7610,0,6727,Elected,1,Alliance Party
2,13038,9,Chris,Lyttle,5059,0,7268.87,Elected,8,Alliance Party
2,19746,9,Jordy,McKeag,84,0,0,Excluded,2,Independent
2,19699,9,Georgina,Milne,1447,-2080.65,0,Excluded,7,Green Party
2,13040,9,Robin,Newton,4729,377.54,5268.26,,,Democratic Unionist Party
2,19680,9,Máiréad,O'Donnell,1173,0,0,Excluded,6,Sinn Fein
2,13041,9,Courtney,Robinson,442,0,0,Excluded,4,Cross-Community Labour Alternative
2,8116,10,Andy,Allen,5275,0,7257.62,Elected,9,Ulster Unionist Party
2,19719,10,Sheila,Bodel,275,0,0,Excluded,4,NI Conservatives
2,13032,10,Joanne,Bunting,484,0,6759.01,,,Democratic Unionist Party
2,19687,10,David,Douglas,395.52,98,5093.25,,,Democratic Unionist Party
2,19745,10,Séamas,de Faoite,250,0,0,Excluded,3,Social Democratic and Labour Party
2,13035,10,Andrew,Girvin,917,0,0,Excluded,5,Traditional Unionist Voice
2,13037,10,John,Kyle,-198.51,-3347.3,0,Elected,9,Progressive Unionist Party
2,2454,10,Naomi,Long,7610,0,6727,Elected,1,Alliance Party
2,13038,10,Chris,Lyttle,5059,0,7268.87,Elected,8,Alliance Party
2,19746,10,Jordy,McKeag,84,0,0,Excluded,2,Independent
2,19699,10,Georgina,Milne,1447,0,0,Excluded,7,Green Party
2,13040,10,Robin,Newton,4729,65,5333.26,,,Democratic Unionist Party
2,19680,10,Máiréad,O'Donnell,1173,0,0,Excluded,6,Sinn Fein
2,13041,10,Courtney,Robinson,442,0,0,Excluded,4,Cross-Community Labour Alternative
2,8116,11,Andy,Allen,5275,0,7257.62,Elected,9,Ulster Unionist Party
2,19719,11,Sheila,Bodel,275,0,0,Excluded,4,NI Conservatives
2,13032,11,Joanne,Bunting,484,0,6759.01,Elected,,Democratic Unionist Party
2,19687,11,David,Douglas,395.52,317.59,5410.84,Excluded,,Democratic Unionist Party
2,19745,11,Séamas,de Faoite,250,0,0,Excluded,3,Social Democratic and Labour Party
2,13035,11,Andrew,Girvin,917,0,0,Excluded,5,Traditional Unionist Voice
2,13037,11,John,Kyle,-198.51,0,0,Elected,10,Progressive Unionist Party
2,2454,11,Naomi,Long,7610,0,6727,Elected,1,Alliance Party
2,13038,11,Chris,Lyttle,5059,-541.87,6727,Elected,8,Alliance Party
2,19746,11,Jordy,McKeag,84,0,0,Excluded,2,Independent
2,19699,11,Georgina,Milne,1447,0,0,Excluded,7,Green Party
2,13040,11,Robin,Newton,4729,208.39,5541.65,Elected,11,Democratic Unionist Party
2,19680,11,Máiréad,O'Donnell,1173,0,0,Excluded,6,Sinn Fein
2,13041,11,Courtney,Robinson,442,0,0,Excluded,4,Cross-Community Labour Alternative
